descricaoProduto,ean,principioAtivo,classificacao,nomeSocial,fabricante,detalhes
"Polvilho Antisséptico Granado 3,0g + 0.352g + 17.602g + 11,735g pó",7896512904089,"Enxofre, Ácido Bórico, Ácido Salicílico, Óxido de Zinco","Antissepticos E Desinfetantes, Exceto Produtos Para as Maos",Polvilho Antisséptico Granado,"Casa Granado Laboratórios, Farmácias E Drogarias S/A","{""ean"":""7896512904089"",""dose"":""3,0g + 0.352g + 17.602g + 11,735g pó"",""unidade"":""g"",""forma_farmaceutica"":""PÓ"",""via_administracao"":null,""quantidade"":null,""volume"":null,""registro_ms"":""1081700300025"",""tarja"":""TARJA VERMELHA"",""origem_nome"":""farmaindex"",""origem_dados"":""farmaindex"",""farmacos"":[""Enxofre"",""Ácido Bórico"",""Ácido Salicílico"",""Óxido de Zinco""],""legado"":{""produto_id"":431,""apresentacao_id"":540,""nome_normalizado"":""polvilho antisseptico granado"",""tipo"":""perfumaria""}}"
"Polvilho Antisséptico Granado Sport 3,0g + 0.352g + 17.602g + 11,735g pó",7896512904126,"Enxofre, Ácido Bórico, Ácido Salicílico, Óxido de Zinco","Antissepticos E Desinfetantes, Exceto Produtos Para as Maos",Polvilho Antisséptico Granado Sport,"Casa Granado Laboratórios, Farmácias E Drogarias S/A","{""ean"":""7896512904126"",""dose"":""3,0g + 0.352g + 17.602g + 11,735g pó"",""unidade"":""g"",""forma_farmaceutica"":""PÓ"",""via_administracao"":null,""quantidade"":null,""volume"":null,""registro_ms"":""1081700300068"",""tarja"":""TARJA VERMELHA"",""origem_nome"":""farmaindex"",""origem_dados"":""farmaindex"",""farmacos"":[""Enxofre"",""Ácido Bórico"",""Ácido Salicílico"",""Óxido de Zinco""],""legado"":{""produto_id"":379,""apresentacao_id"":471,""nome_normalizado"":""polvilho antisseptico granado sport"",""tipo"":""perfumaria""}}"
"Polvilho Antisséptico Granado Fresh 3,0g + 0.352g + 17.602g + 11,735g pó",7896512904324,"Enxofre, Ácido Bórico, Ácido Salicílico, Óxido de Zinco","Antissepticos E Desinfetantes, Exceto Produtos Para as Maos",Polvilho Antisséptico Granado Fresh,"Casa Granado Laboratórios, Farmácias E Drogarias S/A","{""ean"":""7896512904324"",""dose"":""3,0g + 0.352g + 17.602g + 11,735g pó"",""unidade"":""g"",""forma_farmaceutica"":""PÓ"",""via_administracao"":null,""quantidade"":null,""volume"":null,""registro_ms"":""1081700300041"",""tarja"":""TARJA VERMELHA"",""origem_nome"":""farmaindex"",""origem_dados"":""farmaindex"",""farmacos"":[""Enxofre"",""Ácido Bórico"",""Ácido Salicílico"",""Óxido de Zinco""],""legado"":{""produto_id"":380,""apresentacao_id"":472,""nome_normalizado"":""polvilho antisseptico granado fresh"",""tipo"":""perfumaria""}}"
"Cimegripe (400,0 + 4,0 + 4,0)mg 20 Cápsulas Duras",7896523200576,"Cloridrato de Fenilefrina, Maleato de Clorfeniramina, Paracetamol",Antigripais SEM Antiinfecciosos,Cimegripe,Cimed Indústria de Medicamentos Ltda,"{""ean"":""7896523200576"",""dose"":""(400,0 + 4,0 + 4,0)mg 20 Cápsulas Duras"",""unidade"":""mg"",""forma_farmaceutica"":""CÁPSULAS DURAS"",""via_administracao"":""Oral"",""quantidade"":""20"",""volume"":null,""registro_ms"":""1438102720035"",""tarja"":""VENDA LIVRE"",""origem_nome"":""farmaindex"",""origem_dados"":""farmaindex"",""farmacos"":[""Cloridrato de Fenilefrina"",""Maleato de Clorfeniramina"",""Paracetamol""],""legado"":{""produto_id"":242,""apresentacao_id"":326,""nome_normalizado"":""cimegripe"",""tipo"":""medicamento""}}"
Pralívio 400mg 10 Cápsulas Moles,7896523201320,Ibuprofeno,Analgésicos NÃO Narcóticos E Antipiréticos Isentos de Prescrição,Pralívio,Cimed Indústria de Medicamentos Ltda,"{""ean"":""7896523201320"",""dose"":""400mg 10 Cápsulas Moles"",""unidade"":""mg"",""forma_farmaceutica"":""CÁPSULAS MOLES"",""via_administracao"":""Oral"",""quantidade"":""10"",""volume"":null,""registro_ms"":""1438102820048"",""tarja"":""VENDA LIVRE"",""origem_nome"":""farmaindex"",""origem_dados"":""farmaindex"",""farmacos"":[""Ibuprofeno""],""legado"":{""produto_id"":129,""apresentacao_id"":153,""nome_normalizado"":""pralivio"",""tipo"":""medicamento""}}"
Probenxil 10mg/g GEL 60 G,7896523201627,"Diclofenaco Dietilamônio, Diclofenaco Potássico",Antirreumáticos E Analgésicos Tópicos,Probenxil,Cimed Indústria de Medicamentos Ltda,"{""ean"":""7896523201627"",""dose"":""10mg/g GEL 60 G"",""unidade"":""mg"",""forma_farmaceutica"":""GEL"",""via_administracao"":null,""quantidade"":null,""volume"":null,""registro_ms"":""1438100100080"",""tarja"":""VENDA LIVRE"",""origem_nome"":""farmaindex"",""origem_dados"":""farmaindex"",""farmacos"":[""Diclofenaco Dietilamônio"",""Diclofenaco Potássico""],""legado"":{""produto_id"":197,""apresentacao_id"":787,""nome_normalizado"":""probenxil"",""tipo"":""medicamento""}}"
Probenxil 50mg 20 Comprimidos Revestidos,7896523201641,"Diclofenaco Dietilamônio, Diclofenaco Potássico",Antirreumáticos E Analgésicos Tópicos,Probenxil,Cimed Indústria de Medicamentos Ltda,"{""ean"":""7896523201641"",""dose"":""50mg 20 Comprimidos Revestidos"",""unidade"":""mg"",""forma_farmaceutica"":""COMPRIMIDOS REVESTIDOS"",""via_administracao"":""Oral"",""quantidade"":""20"",""volume"":null,""registro_ms"":""1438102270013"",""tarja"":""TARJA VERMELHA"",""origem_nome"":""farmaindex"",""origem_dados"":""farmaindex"",""farmacos"":[""Diclofenaco Dietilamônio"",""Diclofenaco Potássico""],""legado"":{""produto_id"":197,""apresentacao_id"":237,""nome_normalizado"":""probenxil"",""tipo"":""medicamento""}}"
Loratamed 1mg/ml Xarope 100 ml + Copo Dosador,7896523202204,Loratadina,Anti-histamínicos Sistêmicos,Loratamed,Cimed Indústria de Medicamentos Ltda,"{""ean"":""7896523202204"",""dose"":""1mg/ml Xarope 100 ml + Copo Dosador"",""unidade"":""mg"",""forma_farmaceutica"":""XAROPE"",""via_administracao"":null,""quantidade"":null,""volume"":null,""registro_ms"":""1438102540010"",""tarja"":""VENDA LIVRE"",""origem_nome"":""farmaindex"",""origem_dados"":""farmaindex"",""farmacos"":[""Loratadina""],""legado"":{""produto_id"":244,""apresentacao_id"":301,""nome_normalizado"":""loratamed"",""tipo"":""medicamento""}}"
Loratamed 10mg 12 Comprimidos,7896523202822,Loratadina,Anti-histamínicos Sistêmicos,Loratamed,Cimed Indústria de Medicamentos Ltda,"{""ean"":""7896523202822"",""dose"":""10mg 12 Comprimidos"",""unidade"":""mg"",""forma_farmaceutica"":""COMPRIMIDOS"",""via_administracao"":""Oral"",""quantidade"":""12"",""volume"":null,""registro_ms"":""1438102530147"",""tarja"":""VENDA LIVRE"",""origem_nome"":""farmaindex"",""origem_dados"":""farmaindex"",""farmacos"":[""Loratadina""],""legado"":{""produto_id"":244,""apresentacao_id"":363,""nome_normalizado"":""loratamed"",""tipo"":""medicamento""}}"
Cimelide 50mg/ml Suspensão 15 ml,7896523206103,Nimesulida,Antirreumáticos NÃO Esteroidais Puros,Cimelide,Cimed Indústria de Medicamentos Ltda,"{""ean"":""7896523206103"",""dose"":""50mg/ml Suspensão 15 ml"",""unidade"":""mg"",""forma_farmaceutica"":""SUSPENSÃO"",""via_administracao"":""Oral"",""quantidade"":null,""volume"":null,""registro_ms"":""1438100590037"",""tarja"":""TARJA VERMELHA"",""origem_nome"":""farmaindex"",""origem_dados"":""farmaindex"",""farmacos"":[""Nimesulida""],""legado"":{""produto_id"":167,""apresentacao_id"":300,""nome_normalizado"":""cimelide"",""tipo"":""medicamento""}}"
Cimelide 100mg 12 Comprimidos,7896523206110,Nimesulida,Antirreumáticos NÃO Esteroidais Puros,Cimelide,Cimed Indústria de Medicamentos Ltda,"{""ean"":""7896523206110"",""dose"":""100mg 12 Comprimidos"",""unidade"":""mg"",""forma_farmaceutica"":""COMPRIMIDOS"",""via_administracao"":""Oral"",""quantidade"":""12"",""volume"":null,""registro_ms"":""1438100590010"",""tarja"":""TARJA VERMELHA"",""origem_nome"":""farmaindex"",""origem_dados"":""farmaindex"",""farmacos"":[""Nimesulida""],""legado"":{""produto_id"":167,""apresentacao_id"":200,""nome_normalizado"":""cimelide"",""tipo"":""medicamento""}}"
"Ciflogex 1,5mg/ml Colutório 30 ml  mel",7896523206271,Cloridrato de Benzidamina,Preparações Para Garganta,Ciflogex,Cimed Indústria de Medicamentos Ltda,"{""ean"":""7896523206271"",""dose"":""1,5mg/ml Colutório 30 ml  mel"",""unidade"":""mg"",""forma_farmaceutica"":""COLUTÓRIO"",""via_administracao"":null,""quantidade"":null,""volume"":null,""registro_ms"":""1438100800031"",""tarja"":""TARJA VERMELHA"",""origem_nome"":""farmaindex"",""origem_dados"":""farmaindex"",""farmacos"":[""Cloridrato de Benzidamina""],""legado"":{""produto_id"":191,""apresentacao_id"":253,""nome_normalizado"":""ciflogex"",""tipo"":""medicamento""}}"
"Ciflogex 1,5mg/ml Colutório 30 ml  Menta",7896523206288,Cloridrato de Benzidamina,Preparações Para Garganta,Ciflogex,Cimed Indústria de Medicamentos Ltda,"{""ean"":""7896523206288"",""dose"":""1,5mg/ml Colutório 30 ml  Menta"",""unidade"":""mg"",""forma_farmaceutica"":""COLUTÓRIO"",""via_administracao"":null,""quantidade"":null,""volume"":null,""registro_ms"":""1438100800023"",""tarja"":""VENDA LIVRE"",""origem_nome"":""farmaindex"",""origem_dados"":""farmaindex"",""farmacos"":[""Cloridrato de Benzidamina""],""legado"":{""produto_id"":191,""apresentacao_id"":229,""nome_normalizado"":""ciflogex"",""tipo"":""medicamento""}}"
Cimegripe (100 + 2 + 2)mg/ml Solução,7896523206295,"Cloridrato de Fenilefrina, Maleato de Clorfeniramina, Paracetamol",Antigripais SEM Antiinfecciosos,Cimegripe,Cimed Indústria de Medicamentos Ltda,"{""ean"":""7896523206295"",""dose"":""(100 + 2 + 2)mg/ml Solução"",""unidade"":""mg"",""forma_farmaceutica"":""SOLUÇÃO"",""via_administracao"":""Oral"",""quantidade"":null,""volume"":null,""registro_ms"":""1438100570044"",""tarja"":""VENDA LIVRE"",""origem_nome"":""farmaindex"",""origem_dados"":""farmaindex"",""farmacos"":[""Cloridrato de Fenilefrina"",""Maleato de Clorfeniramina"",""Paracetamol""],""legado"":{""produto_id"":242,""apresentacao_id"":298,""nome_normalizado"":""cimegripe"",""tipo"":""medicamento""}}"
Ginkomed 80mg 30 Comprimidos Revestidos,7896523206479,Ginkgo Biloba l.,"Vasoterapêuticos Cerebrais E Periféricos, Excluindo Antoagonistas de Cálcio COM Ação Cerebral",Ginkomed,Cimed Indústria de Medicamentos Ltda,"{""ean"":""7896523206479"",""dose"":""80mg 30 Comprimidos Revestidos"",""unidade"":""mg"",""forma_farmaceutica"":""COMPRIMIDOS REVESTIDOS"",""via_administracao"":""Oral"",""quantidade"":""30"",""volume"":null,""registro_ms"":""1438100670081"",""tarja"":""TARJA VERMELHA"",""origem_nome"":""farmaindex"",""origem_dados"":""farmaindex"",""farmacos"":[""Ginkgo Biloba l.""],""legado"":{""produto_id"":662,""apresentacao_id"":824,""nome_normalizado"":""ginkomed"",""tipo"":""medicamento""}}"
Valerimed 50mg 20 Comprimidos Revestidos,7896523206547,Valeriana Officinalis l.,Hipnóticos E Sedativos Herbáceos,Valerimed,Cimed Indústria de Medicamentos Ltda,"{""ean"":""7896523206547"",""dose"":""50mg 20 Comprimidos Revestidos"",""unidade"":""mg"",""forma_farmaceutica"":""COMPRIMIDOS REVESTIDOS"",""via_administracao"":""Oral"",""quantidade"":""20"",""volume"":null,""registro_ms"":""1438100760031"",""tarja"":""TARJA VERMELHA"",""origem_nome"":""farmaindex"",""origem_dados"":""farmaindex"",""farmacos"":[""Valeriana Officinalis l.""],""legado"":{""produto_id"":676,""apresentacao_id"":839,""nome_normalizado"":""valerimed"",""tipo"":""medicamento""}}"
"Cimecort (20,0 + 0,64 + 2,5)mg/g Creme",7896523206691,"Cetoconazol, Dipropionato de Betametasona, Sulfato de Neomicina",Corticoesteróides Associados A Antimicóticos E Antibacterianos,Cimecort,Cimed Indústria de Medicamentos Ltda,"{""ean"":""7896523206691"",""dose"":""(20,0 + 0,64 + 2,5)mg/g Creme"",""unidade"":""mg"",""forma_farmaceutica"":""CREME"",""via_administracao"":""Dermatológica"",""quantidade"":null,""volume"":null,""registro_ms"":""1438100830011"",""tarja"":""TARJA VERMELHA"",""origem_nome"":""farmaindex"",""origem_dados"":""farmaindex"",""farmacos"":[""Cetoconazol"",""Dipropionato de Betametasona"",""Sulfato de Neomicina""],""legado"":{""produto_id"":595,""apresentacao_id"":744,""nome_normalizado"":""cimecort"",""tipo"":""medicamento""}}"
"Dexmine (0,4 + 0,05)mg/ml Xarope + Copo Dosador",7896523206714,"Betametasona, Maleato de Dexclorfeniramina",Associações de Corticosteróides Sistêmicos,Dexmine,Cimed Indústria de Medicamentos Ltda,"{""ean"":""7896523206714"",""dose"":""(0,4 + 0,05)mg/ml Xarope + Copo Dosador"",""unidade"":""mg"",""forma_farmaceutica"":""XAROPE"",""via_administracao"":null,""quantidade"":null,""volume"":null,""registro_ms"":""1438101980017"",""tarja"":""TARJA VERMELHA"",""origem_nome"":""farmaindex"",""origem_dados"":""farmaindex"",""farmacos"":[""Betametasona"",""Maleato de Dexclorfeniramina""],""legado"":{""produto_id"":604,""apresentacao_id"":758,""nome_normalizado"":""dexmine"",""tipo"":""medicamento""}}"
Nebacimed (5mg + 250ui)/g Pomada,7896523206783,"Bacitracina Zíncica, Sulfato de Neomicina",Antibióticos Tópicos,Nebacimed,Cimed Indústria de Medicamentos Ltda,"{""ean"":""7896523206783"",""dose"":""(5mg + 250ui)/g Pomada"",""unidade"":""mg"",""forma_farmaceutica"":""POMADA"",""via_administracao"":""Dermatológica"",""quantidade"":null,""volume"":null,""registro_ms"":""1438100860018"",""tarja"":""VENDA LIVRE"",""origem_nome"":""farmaindex"",""origem_dados"":""farmaindex"",""farmacos"":[""Bacitracina Zíncica"",""Sulfato de Neomicina""],""legado"":{""produto_id"":629,""apresentacao_id"":788,""nome_normalizado"":""nebacimed"",""tipo"":""medicamento""}}"
Aciclovir 50mg/g Creme 10 G,7896523207629,Aciclovir,Antivirais Oftalmológicos,Aciclovir,Pharlab Indústria Farmacêutica S.a.,"{""ean"":""7896523207629"",""dose"":""50mg/g Creme 10 G"",""unidade"":""mg"",""forma_farmaceutica"":""CREME"",""via_administracao"":""Dermatológica"",""quantidade"":null,""volume"":null,""registro_ms"":""1438101810014"",""tarja"":""TARJA VERMELHA"",""origem_nome"":""farmaindex"",""origem_dados"":""farmaindex"",""farmacos"":[""Aciclovir""],""legado"":{""produto_id"":703,""apresentacao_id"":1064,""nome_normalizado"":""aciclovir"",""tipo"":""medicamento""}}"
Ambroxmel 3mg/ml Xarope 120 ml + Copo Dosador  Sabor mel,7896523207667,Cloridrato de Ambroxol,Expectorantes,Ambroxmel,Cimed Indústria de Medicamentos Ltda,"{""ean"":""7896523207667"",""dose"":""3mg/ml Xarope 120 ml + Copo Dosador  Sabor mel"",""unidade"":""mg"",""forma_farmaceutica"":""XAROPE"",""via_administracao"":null,""quantidade"":null,""volume"":null,""registro_ms"":""1438100870153"",""tarja"":""VENDA LIVRE"",""origem_nome"":""farmaindex"",""origem_dados"":""farmaindex"",""farmacos"":[""Cloridrato de Ambroxol""],""legado"":{""produto_id"":1122,""apresentacao_id"":1440,""nome_normalizado"":""ambroxmel"",""tipo"":""medicamento""}}"
